# Name: V/50
# Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
# Coosys	J2000_2000.000:	eq_FK5 J2000
# Table	V_50_catalog:
# Name: V/50/catalog
# Title: The main part of the Catalogue
# Column	RA	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
# Column	DEC	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
# Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
# Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
      RA |      DEC |     HD |  Vmag
 217.795 | -38.8697 | 127193 |  5.97
217.1575 |  49.8447 | 127243 |  5.59
218.1371 | -56.8878 | 127297 |  6.93
217.4571 |  31.7911 | 127304 |  6.06
217.4033 |  41.7958 | 127334 |  6.35
217.6892 |   4.7722 | 127337 |  6.02
218.1537 | -50.4569 | 127381 |  4.42
 218.385 | -54.9983 | 127486 |  5.87
218.3746 |   -52.68 | 127501 |  5.87
  218.29 | -30.7142 | 127624 |  6.09
217.9575 |  30.3714 | 127665 |  3.58
216.8812 |  75.6961 | 127700 |  4.25
218.5333 | -42.0997 | 127716 |   6.6
218.8217 | -60.0158 | 127724 |   6.4
218.0842 |  26.6772 | 127726 |  6.01
218.1354 |    22.26 | 127739 |  5.92
218.0196 |  38.3083 | 127762 |  3.03
217.6921 |  63.1856 | 127821 |  6.09
217.9283 |  60.2256 | 127929 |  6.27
218.7112 | -20.4392 | 127964 |   6.5
218.8812 | -41.5172 | 127971 |  5.87
218.8767 | -42.1578 | 127972 |  2.31
218.3346 |  36.9594 | 127986 |  6.43
218.1287 |  55.3978 | 128000 |  5.76
219.4429 | -67.9322 | 128020 |  6.04
219.0792 | -46.2453 | 128068 |  5.55
218.5487 |  32.5344 | 128093 |  6.33
219.1008 | -39.5972 | 128152 |  6.13
  218.67 |   29.745 | 128167 |  4.46
218.6604 |  36.6258 | 128198 |  6.03
219.1842 | -40.2117 | 128207 |  5.74
219.3337 | -46.1339 | 128266 |  5.41
218.5662 |  57.0653 | 128332 |  6.48
 218.665 |  49.3683 | 128333 |  5.74
219.4717 | -49.4258 | 128345 |  4.05
219.0287 |  23.2503 | 128402 |  6.38
219.2492 | -12.3053 | 128429 |   6.2
219.5817 | -38.7942 | 128488 |  6.02
219.7958 | -46.5842 | 128582 |  6.07
219.8529 | -49.0556 | 128617 |  6.39
219.8996 | -60.8353 | 128620 | -0.01
219.9004 | -60.8356 | 128621 |  1.33
220.1367 | -56.4408 | 128713 |   6.3
219.5583 |  18.2983 | 128750 |  5.91
220.6267 | -64.9753 | 128898 |  3.19
219.5521 |  43.6419 | 128902 |   5.7
220.4821 | -58.6161 | 128917 |  6.22
220.2558 |  -36.135 | 128974 |  5.67
219.5633 |  54.0233 | 128998 |  5.85
219.7092 |  44.4044 | 129002 |  5.39
220.4825 | -47.3883 | 129056 |   2.3
 221.965 | -79.0447 | 129078 |  3.83
  220.49 | -37.7936 | 129116 |   4.0
220.0912 |  21.9756 | 129132 |   6.1
220.1767 |  13.5342 | 129153 |  5.91
220.4629 | -30.9333 | 129161 |  6.37
220.1817 |  16.4183 | 129174 |  4.94
220.1829 |  16.4178 | 129175 |  5.88
220.2871 |  13.7283 | 129246 |  4.83
220.2871 |  13.7283 | 129247 |  4.43
218.4096 |  79.6603 | 129245 |  6.26
220.4117 |   8.1617 | 129312 |  4.86
220.4312 |  11.6606 | 129336 |  5.56
221.3221 | -62.8758 | 129422 |  5.36
220.4758 |  21.1236 | 129430 |  6.38
220.8067 | -24.9975 | 129433 |  5.73
220.9142 | -35.1736 | 129456 |  4.05
221.2312 | -58.4778 | 129462 |  6.11
 220.765 |  -5.6583 | 129502 |  3.88
221.2954 | -55.6019 | 129557 |   6.1
221.2467 | -35.1919 | 129685 |  4.92
220.8558 |  26.5278 | 129712 |  4.81
232.0796 | -88.1331 | 129723 |  6.48
220.5133 |  61.2619 | 129798 |  6.25
 220.935 |  40.4592 | 129846 |  5.73
221.6212 | -47.4411 | 129858 |  5.74
221.7554 | -52.3836 | 129893 |  5.21
221.2987 |  -1.4178 | 129902 |  6.07
221.5004 | -25.4431 | 129926 |  4.94
221.8012 | -52.2056 | 129932 |  6.07
221.5283 | -23.1531 | 129944 |  5.81
 222.185 | -66.5939 | 129954 |  5.91
221.3758 |   0.7172 | 129956 |  5.69
221.3104 |  16.9644 | 129972 |   4.6
221.4908 | -15.4597 | 129978 |  6.33
221.5454 | -21.1761 | 129980 |   6.4
221.2467 |   27.075 | 129988 |  5.12
221.2467 |  27.0742 | 129989 |   2.7
221.3362 |  18.8847 | 130025 |  6.13
221.7712 | -38.2908 | 130055 |  5.94
221.8837 | -43.5575 | 130073 |   6.3
221.3071 |  32.7883 | 130084 |  6.28
221.5621 |   1.8928 | 130109 |  3.72
 221.525 |  15.1319 | 130144 |  5.63
221.8071 | -21.3247 | 130157 |  6.06
221.8437 | -25.6244 | 130158 |  5.63
222.2787 | -56.6678 | 130227 |  6.23
221.9367 | -26.0875 | 130259 |  5.24
221.9896 | -26.6464 | 130274 |  5.77
221.9787 | -12.8397 | 130325 |  6.35
222.1587 | -36.6347 | 130328 |  6.04
223.3071 |   -73.19 | 130458 |   5.6
222.3279 | -24.2517 | 130529 |  5.68
222.2254 |  -0.8478 | 130557 |  6.14
222.3296 | -14.1489 | 130559 |  5.31
222.0971 |  24.3667 | 130603 |  6.14
225.4617 | -83.2278 | 130650 |  5.65
222.5721 | -27.9603 | 130694 |  4.41
223.1458 |   -63.81 | 130701 |  5.87
  222.91 | -43.5756 | 130807 |  4.32
222.2779 |  37.8111 | 130817 |  6.16
222.6717 | -15.9972 | 130819 |  5.15
222.7196 | -16.0417 | 130841 |  2.75
222.4933 |  28.6158 | 130917 |   5.8
222.3279 |  46.1161 | 130945 |  5.74
222.5658 |  23.9119 | 130948 |  5.85
222.7542 |  -2.2992 | 130952 |  4.94
222.7504 |  -0.2572 | 130970 |  6.18
222.3846 |  51.3747 | 131040 |  6.51
222.4221 |  48.7206 | 131041 |  5.69
223.6767 | -65.9914 | 131058 |  6.09
224.4704 | -76.6628 | 131109 |  5.34
222.6233 |  37.2719 | 131111 |  5.48
223.1379 | -30.5769 | 131117 |  6.29
223.2129 | -37.8033 | 131120 |  5.03
222.8471 |  19.1011 | 131156 |  4.55
226.1946 | -83.0383 | 131246 |  5.65
223.8942 | -60.1142 | 131342 |   5.2
225.0492 | -77.1603 | 131425 |  5.93
223.5837 | -24.6422 | 131430 |   5.3
223.6583 | -33.3006 | 131432 |  5.82
223.3471 |  15.7044 | 131473 |   6.4
224.1833 | -62.7808 | 131492 |  5.11
  222.86 |  59.2939 | 131507 |  5.46
223.3487 |  19.1528 | 131511 |  6.01
223.5954 | -11.8983 | 131530 |   5.8
224.9833 | -75.0325 | 131551 |   6.2
224.0721 | -52.8097 | 131562 |  5.38
227.7846 | -84.7875 | 131596 |  5.91
223.9362 | -33.8558 | 131625 |  5.32
224.1333 | -47.8792 | 131657 |  5.64
224.2558 | -51.4469 | 131705 |  6.64
224.1492 | -39.4161 | 131752 |  6.36
224.1287 | -32.6367 | 131774 |  6.06
222.6762 |  74.1556 | 131873 |  2.08
224.1921 | -11.4097 | 131918 |  5.46
224.3067 | -29.1578 | 131919 |  6.29
224.5367 | -48.8631 | 131923 |  6.35
 224.055 |  14.4464 | 131951 |  5.77
224.3667 | -21.4156 | 131977 |  5.74
223.9946 |  32.3003 | 132029 |  6.12
224.2958 |  -4.3464 | 132052 |  4.49
224.6329 | -43.1339 | 132058 |  2.68
224.6533 | -39.9067 | 132096 |  6.15
224.3887 |  -0.1675 | 132132 |  5.53
 224.265 |  21.5553 | 132145 |  6.49
224.2987 |  16.3883 | 132146 |  5.71
224.7904 | -42.1042 | 132200 |  3.13
224.6633 | -27.6572 | 132219 |  5.65
224.5558 |  -11.155 | 132230 |   6.6
224.8079 | -37.8814 | 132238 |  6.47
224.8629 |   -43.16 | 132242 |   6.1
224.0958 |  49.6286 | 132254 |  5.63
224.7233 | -11.1442 | 132345 |  5.87
  224.72 |  -4.9892 | 132375 |  6.09
224.8462 |   4.5678 | 132525 |  5.93
225.3042 | -38.0583 | 132604 |  5.89
225.2433 |  -8.5189 | 132742 |  4.92
225.4921 | -34.3589 | 132763 |  6.22
224.9037 |  39.2653 | 132772 |  5.64
224.3958 |  65.9325 | 132813 |   4.6
225.3325 |   -2.755 | 132833 |  5.52
225.5267 | -28.0606 | 132851 |  5.85
225.2183 |  22.0456 | 132879 |  6.38
226.2008 | -64.0317 | 132905 |  5.17
225.4537 |  -0.1406 | 132933 |  5.71
225.7471 | -32.6433 | 132955 |  5.44
 222.585 |  82.5119 | 133002 |  5.64
225.1612 |  47.2778 | 133029 |  6.37
226.7862 | -71.9053 | 133049 |  6.52
225.6871 |  -3.0314 | 133112 |  6.61
225.5271 |  25.0081 | 133124 |  4.81
 225.725 |   2.0914 | 133165 |   4.4
225.4867 |  40.3906 | 133208 |   3.5
226.0175 | -25.2819 | 133216 |  3.29
226.1788 | -40.8614 | 133220 |  6.41
  226.28 | -47.0511 | 133242 |  4.72
  226.28 | -47.0511 | 133243 |  4.82
226.3296 | -41.0672 | 133340 |  5.15
225.3629 |  60.2044 | 133388 |  5.93
225.7754 |  35.2058 | 133392 |  5.51
226.0267 |   5.4925 | 133408 |   6.5
226.9867 | -65.2756 | 133456 |  6.17
225.7775 |  44.6444 | 133484 |  6.65
225.9021 |  34.5661 | 133485 |  6.59
226.4487 | -25.7897 | 133529 |  6.67
226.5579 | -36.2642 | 133550 |  6.27
226.1112 |  26.9475 | 133582 |  4.54
226.8579 | -49.0883 | 133631 |  5.77
225.9475 |  47.6544 | 133640 |  4.76
226.6387 | -30.9189 | 133652 |  5.96
226.6129 | -22.0319 | 133670 |  6.17
227.3746 | -67.0842 | 133683 |  5.76
226.6567 | -16.2569 | 133774 |   5.2
227.3562 | -63.6428 | 133792 |  6.28
227.0504 | -40.5839 | 133880 |  5.79
227.1629 | -42.8678 | 133937 |  5.85
227.2108 | -45.2797 | 133955 |  4.05
226.3575 |  48.1511 | 133962 |  5.57
228.1408 | -72.7703 | 133981 |  6.01
225.9908 |  65.9197 | 133994 |  6.13
226.6462 |  36.4556 | 134044 |  6.35
226.9179 |   5.4981 | 134047 |  6.16
227.6858 | -61.4225 | 134060 |   6.3
 226.835 |  18.4417 | 134064 |  6.02
226.8254 |  24.8692 | 134083 |  4.93
226.5696 |  54.5564 | 134190 |  5.25
227.5312 | -38.7925 | 134255 |  5.98
227.8167 | -55.3461 | 134270 |  5.54
227.0992 |  26.3011 | 134320 |  5.67
227.2225 |   13.235 | 134323 |   6.1
227.1479 |  25.1086 | 134335 |  5.81
227.5775 | -26.3328 | 134373 |  5.76
227.8954 | -45.2775 | 134444 |  6.44
227.8829 | -45.2794 | 134443 |  7.39
228.5796 | -70.0794 | 134453 |  5.81
228.2542 | -61.7439 | 134468 |  6.32
227.9837 | -48.7378 | 134481 |  3.87
  227.99 | -48.7436 | 134482 |  5.69
227.0812 |   50.055 | 134493 |  6.39
228.0712 | -52.0992 | 134505 |  3.41
228.1304 | -48.2186 | 134597 |  6.33
228.2063 | -44.5006 | 134687 |  4.82
228.0554 | -19.7917 | 134759 |  4.54
228.2808 | -36.0914 | 134837 |   6.1
228.0179 |  18.9758 | 134943 |  5.89
228.3229 | -24.0083 | 134946 |  6.47
  228.33 | -19.6475 | 134967 |  6.08
228.3696 | -25.3092 | 134987 |  6.45
228.4721 | -26.1936 | 135051 |  5.84
228.1812 |  19.2858 | 135101 |  6.68
228.6554 | -31.5192 | 135153 |  4.91
229.1517 | -60.9039 | 135160 |  5.73
228.6404 | -17.7686 | 135230 |  6.17
228.9742 | -48.0742 | 135235 |  5.95
229.2362 | -60.9575 | 135240 |  5.09
228.3829 |  22.9833 | 135263 |   6.3
229.4121 | -63.6106 | 135291 |  4.86
229.0167 | -41.4911 | 135345 |  5.16
229.0437 | -43.4847 | 135348 |  6.04
228.7112 |  -5.5028 | 135367 |  6.28
229.3783 | -58.8011 | 135379 |  4.07
229.7275 | -68.6794 | 135382 |  2.89
227.6837 |  67.7814 | 135384 |  6.17
228.3983 |  38.2647 | 135402 |   6.2
228.5254 |  31.7881 | 135438 |  5.99
228.7975 |   4.9394 | 135482 |  5.33
228.6217 |  29.1642 | 135502 |  5.26
228.5429 |  42.1714 | 135530 |  6.13
229.0958 | -22.3994 | 135534 |   5.5
228.9546 |   0.3722 | 135559 |  5.63
229.7037 | -60.4964 | 135591 |  5.46
228.8758 |  33.3147 | 135722 |  3.47
229.5392 | -41.0608 | 135730 |  6.28
229.6333 |  -47.875 | 135734 |  4.27
230.1696 | -67.4814 | 135737 |  6.28
229.2517 |  -9.3831 | 135742 |  2.61
229.4579 | -30.1489 | 135758 |  4.34
 229.735 | -40.7883 | 135876 |  5.59
229.6721 | -31.2094 | 135896 |  6.18
229.8817 | -37.0967 | 136014 |   6.2
229.6092 |  -0.4614 | 136028 |  5.89
228.6596 |  67.3467 | 136064 |  5.13
229.6021 |  20.5728 | 136138 |   5.7
228.7162 |  68.9453 | 136174 |  6.51
229.8283 |   1.7653 | 136202 |  5.06
230.3429 | -40.6475 | 136298 |  3.22
230.3971 | -40.7497 | 136334 |   6.2
230.3754 | -38.2192 | 136347 |  6.48
230.5346 | -47.9278 | 136351 |   5.0
230.4508 | -48.3178 | 136352 |  5.65
230.7933 | -60.6569 | 136359 |  5.67
230.2237 | -18.1586 | 136366 |  6.17
229.8758 |  32.5153 | 136403 |  6.32
230.2558 | -15.5483 | 136407 |   6.3
230.8446 | -59.3208 | 136415 |  4.51
230.4517 | -36.2614 | 136422 |  3.56
230.1962 |  -2.4133 | 136442 |  6.35
230.2817 |  -5.8247 | 136479 |  5.54
230.6704 | -44.6894 | 136504 |  3.37
230.0354 |  29.6161 | 136512 |  5.51
230.2583 |   0.7153 | 136514 |  5.35
230.2788 |  24.9578 | 136643 |  6.39
230.7892 | -36.8586 | 136664 |  4.54
231.5612 | -68.3092 | 136672 |  5.89
229.2746 |  71.8239 | 136726 |  5.02
230.0217 |  51.9586 | 136729 |  5.66
230.1733 |  44.4342 | 136751 |  6.19
230.5967 |  12.5675 | 136831 |  6.28
230.4525 |  32.9339 | 136849 |  5.37
231.1871 | -39.7103 | 136933 |  5.37
230.9675 | -12.3694 | 136956 |  5.72
230.9321 |  -1.0225 | 137006 |  6.12
231.2775 | -38.1694 | 137015 |  7.03
231.0496 | -10.3222 | 137052 |  4.94
231.3342 | -38.7336 | 137058 |   4.6
231.8879 | -64.5314 | 137066 |  5.71
230.6558 |  39.5814 | 137071 |   5.5
230.8012 |  30.2878 | 137107 |  5.58
230.8012 |  30.2878 | 137108 |  6.08
  235.82 | -84.4653 | 137333 |  5.57
232.8783 | -73.3894 | 137387 |  5.49
230.6554 |  62.0472 | 137389 |  5.98
231.0212 |  45.2711 | 137390 |  6.01
231.1225 |  37.3772 | 137391 |  4.31
231.1287 |  37.3478 | 137392 |   6.5
230.1821 |  71.8339 | 137422 |  3.05
231.8258 | -36.7678 | 137432 |  5.45
  230.66 |  63.3414 | 137443 |  5.79
232.1133 | -51.5975 | 137465 |   6.1
231.4475 |  15.4281 | 137471 |  5.17
231.4721 |  19.4808 | 137510 |  6.27
231.5725 |  34.3358 | 137704 |  5.46
232.3512 | -46.7328 | 137709 |  5.24
232.0642 | -16.7164 | 137744 |  5.64
231.2325 |  58.9661 | 137759 |  3.29
231.9121 |  25.1017 | 137853 |  6.02
232.1592 |   1.8422 | 137898 |  5.17
231.9571 |  29.1058 | 137909 |  3.68
231.6354 |    54.02 | 137928 |  6.45
232.6512 | -20.7283 | 138105 |  6.22
232.6683 | -16.6094 | 138137 |  5.82
233.0183 | -38.6231 | 138204 |  6.25
232.1854 |  47.2014 | 138213 |  6.15
232.9596 | -32.8811 | 138221 |  6.46
  231.92 |  62.2756 | 138245 |   6.5
231.9642 |  60.6703 | 138265 |   5.9
232.9308 | -20.1647 | 138268 |  6.22
234.8262 | -77.9181 | 138289 |  6.18
232.7308 |   8.5792 | 138290 |  6.57
232.2367 |   55.195 | 138338 |  6.43
232.5946 |  31.2861 | 138341 |  6.46
232.6162 |  36.8042 | 138383 |  6.37
233.1529 | -19.6706 | 138413 |  5.52
232.7325 |  40.8331 | 138481 |  5.02
  233.23 | -16.8528 | 138485 |   5.5
233.2879 | -24.4894 | 138488 |   7.0
234.0725 | -65.6133 | 138498 |  6.51
233.5067 | -40.0661 | 138505 |  5.82
232.3383 |  62.0997 | 138524 |  6.38
232.8433 |  36.6164 | 138525 |  6.38
233.0404 |  16.0561 | 138527 |  6.22
  234.18 | -66.3169 | 138538 |  4.11
233.2412 |  -1.1864 | 138562 |  5.51
233.5871 | -39.3494 | 138564 |  6.36
232.9458 |  40.8994 | 138629 |  5.02
233.6554 | -28.0469 | 138688 |  5.15
233.7854 | -41.1669 | 138690 |  2.78
233.5446 | -10.0644 | 138716 |  4.62
233.2325 |  31.3592 | 138749 |  4.14
233.5867 |   -5.695 | 138763 |  6.51
233.6108 |  -9.1833 | 138764 |  5.17
233.9717 | -44.9586 | 138769 |  4.54
235.0883 | -73.4467 | 138800 |  5.65
  233.47 |  17.1378 | 138803 |  6.45
234.0504 | -44.3969 | 138816 |  5.43
232.7321 |  64.2086 | 138852 |  5.79
235.4775 | -76.0819 | 138867 |  5.95
233.8817 | -14.7894 | 138905 |  3.91
233.7004 |  10.5375 | 138917 |   3.8
233.7004 |  10.5392 | 138918 |   3.8
234.0475 | -33.0928 | 138923 |  6.24
233.7692 |   1.6689 | 138936 |  6.56
235.0479 | -70.2278 | 138965 |  6.44
233.6721 |  26.7147 | 139006 |  2.23
234.2562 |  -28.135 | 139063 |  3.58
233.8883 |  17.6556 | 139074 |  6.12
233.9725 |  11.2656 | 139087 |  6.07
234.5133 | -42.5675 | 139127 |  4.33
234.7062 | -52.3728 | 139129 |  5.44
234.1404 |  -0.5617 | 139137 |  6.51
233.8125 |    39.01 | 139153 |  5.11
234.3687 |   -26.28 | 139160 |  6.19
234.1233 |    10.01 | 139195 |  5.26
234.9854 | -59.9083 | 139211 |  5.95
234.1221 |  16.1189 | 139225 |  5.93
234.6362 | -39.1608 | 139233 |  6.57
234.4504 | -23.1417 | 139254 |  5.78
234.6762 | -39.1281 | 139271 |  6.04
233.9554 |  38.3739 | 139284 |  6.42
234.5654 | -28.2067 | 139290 |  6.32
234.5679 | -21.0161 | 139329 |  5.84
233.8179 |  53.9219 | 139357 |  5.97
234.6642 | -29.7778 | 139365 |  3.66
234.2225 |  29.9911 | 139389 |  6.52
234.7271 | -19.3019 | 139446 |  5.38
234.6667 |  -8.7944 | 139460 |   6.5
234.6671 |  -8.7911 | 139461 |  6.48
234.0171 |  52.0697 | 139478 |  6.74
233.9879 |  54.6306 | 139493 |  5.74
234.8387 | -23.1503 | 139518 |  6.34
234.9417 | -34.4119 | 139521 |  4.67
235.2429 | -47.7356 | 139599 |  6.23
235.0642 | -31.2136 | 139613 |  6.34
234.4567 |  40.3533 | 139641 |  5.24
235.0704 | -23.8181 | 139663 |  4.96
235.2971 | -44.6611 | 139664 |  4.64
232.8537 |  77.3494 | 139669 |  4.96
234.7037 |   34.675 | 139761 |  6.11
234.3833 |  54.5089 | 139778 |  5.87
232.2958 |  80.4486 | 139777 |  6.58
234.5675 |  46.7978 | 139798 |  5.75
235.0433 |  12.0531 | 139862 |  6.25
 235.655 | -49.4894 | 139871 |  6.04
234.8425 |  36.6367 | 139891 |   6.0
234.8446 |  36.6358 | 139892 |  5.07
234.6429 |  50.4233 | 139906 |  5.84
235.9796 | -60.2872 | 139915 |  6.48
235.6596 |  -37.425 | 139980 |  5.24
235.4867 | -19.6789 | 139997 |  4.74
235.6708 | -34.7106 | 140008 |  4.75
235.2467 |  16.0247 | 140027 |  6.01
234.7896 |  57.9244 | 140117 |  6.45
235.3879 |  19.6703 | 140159 |  4.52
235.4475 |  12.8475 | 140160 |  5.33
234.4129 |  69.2833 | 140227 |  5.62
235.4779 |  18.4639 | 140232 |  5.81
236.0942 | -41.8194 | 140285 |  5.94
235.8537 | -15.0433 | 140301 |  6.31
236.0183 | -15.6728 | 140417 |  5.41
235.6858 |  26.2956 | 140436 |  3.84
235.7942 |  13.6678 | 140438 |  6.48
236.9733 | -65.4425 | 140483 |  6.18
236.9737 | -65.4425 | 140484 |  6.39
236.0075 |    2.515 | 140538 |  5.88
236.0671 |   6.4256 | 140573 |  2.65
235.9971 |  32.5158 | 140716 |  5.56
236.5533 | -28.0617 | 140722 |  6.51
235.7112 |  52.3608 | 140728 |  5.51
236.1754 |  17.2642 | 140729 |  6.14
236.3479 |   5.4469 | 140775 |  5.58
236.6842 | -34.6825 | 140784 |  5.61
236.4154 |   0.8914 | 140815 |  6.33
236.8558 | -40.1942 | 140861 |  6.42
236.5233 |  -1.8044 | 140873 |   5.4
236.8708 | -37.9164 | 140901 |  6.01
237.2096 | -52.4381 | 140979 |  6.07
236.6892 |  -6.1203 | 140986 |  6.24
236.5471 |  15.4219 | 141003 |  3.67
236.6108 |   7.3531 | 141004 |  4.43
237.5287 | -53.2094 | 141168 |  5.77
236.8221 |  14.1153 | 141187 |  5.71
237.4896 | -48.9119 | 141194 |  5.84
237.5679 | -45.4017 | 141296 |  6.12
237.7783 | -55.0558 | 141318 |  5.73
237.0554 |  13.7886 | 141353 |   6.0
237.2367 |  -3.8186 | 141378 |  5.53
238.2362 | -65.1525 | 141413 |  6.54
237.0083 |  31.7358 | 141456 |  6.44
 236.645 |  55.4747 | 141472 |  5.92
 237.185 |  18.1417 | 141477 |  4.09
237.1433 |  28.1567 | 141527 |  5.85
 237.405 |  -3.4303 | 141513 |  3.53
237.8812 | -47.0606 | 141544 |  6.01
237.7396 | -33.6272 | 141556 |  3.95
 238.345 | -62.6069 | 141585 |  6.19
237.7446 | -25.7514 | 141637 |  4.64
236.6667 |  62.5994 | 141653 |  5.19
236.9083 |  55.3767 | 141675 |  5.86
237.5729 |   2.1964 | 141680 |  5.23
237.3988 |  26.0683 | 141714 |  4.63
238.2146 | -50.6153 | 141724 |   6.6
238.8733 | -68.6031 | 141767 |  5.09
237.7042 |   4.4778 | 141795 |  3.71
238.0533 | -29.8867 | 141832 |   6.4
237.6737 |  15.1336 | 141850 |   5.2
 237.815 |  -3.0906 | 141851 |  5.11
  237.91 | -14.1336 | 141853 |  6.19
238.7854 | -63.4306 | 141891 |  2.85
238.7192 | -60.7433 | 141913 |  6.15
237.8162 |  20.9778 | 141992 |  4.76
238.8846 | -60.1778 | 142049 |  5.77
237.8079 |  35.6575 | 142091 |  4.82
238.3337 | -20.1672 | 142096 |  5.03
236.0146 |  77.7944 | 142105 |  4.32
238.4029 | -25.3272 | 142114 |  4.59
 239.025 | -60.4828 | 142139 |  5.76
238.4742 | -24.5331 | 142165 |  5.39
238.4825 | -23.9781 | 142184 |  5.42
238.4562 | -16.7294 | 142198 |  4.15
238.2342 |  17.4036 | 142244 |  6.36
 238.625 | -27.3386 | 142250 |  6.14
238.3004 |  13.1967 | 142267 |   6.1
238.6646 | -25.2436 | 142301 |  5.87
238.3954 |   16.075 | 142357 |  6.09
238.1687 |  42.4517 | 142373 |  4.62
238.7512 | -19.3831 | 142378 |  5.94
238.8767 | -31.0836 | 142407 |  6.21
238.8754 | -26.2658 | 142445 |  5.62
239.0271 | -39.8642 | 142448 |  6.03
238.6679 |   8.5803 | 142500 |  6.29
239.7421 | -65.0378 | 142514 |  5.75
239.2658 | -48.1622 | 142529 |  6.31
238.0692 |  55.8267 | 142531 |  5.81
239.0579 | -31.7858 | 142542 |  6.29
238.6442 |  20.3108 | 142574 |  5.44
239.2229 | -33.9664 | 142629 |  5.12
239.2258 | -33.9642 | 142630 |  5.62
  239.06 | -14.3994 | 142640 |  6.37
239.2212 | -29.2142 | 142669 |  3.88
239.3388 |  -36.185 | 142691 |   5.8
239.1392 | -14.8292 | 142703 |  6.13
238.9158 |  18.6206 | 142763 |  6.26
238.6579 |  43.1386 | 142780 |  5.37
239.1133 |  15.6617 | 142860 |  3.85
239.4183 | -20.9831 | 142883 |  5.85
239.6279 | -37.5031 | 142889 |  6.31
238.9483 |  37.9469 | 142908 |  5.45
 239.975 | -54.0211 | 142919 |   6.1
238.8775 |  42.5661 | 142926 |  5.75
240.2946 | -63.7767 | 142941 |  6.41
239.3108 |  14.4144 | 142980 |  5.54
239.5475 | -14.2794 | 142983 |  4.88
 239.645 | -24.8314 | 142990 |  5.43
239.8762 | -41.7444 | 143009 |  4.99
239.7129 | -26.1142 | 143018 |  2.89
239.9917 | -40.6528 | 143084 |  6.49
240.2767 | -54.5778 | 143101 |  6.13
239.3971 |  26.8778 | 143107 |  4.15
240.0304 | -38.3969 | 143118 |  3.41
238.9571 |  58.9117 | 143187 |  6.31
239.3746 |  39.6953 | 143209 |  6.31
240.7183 | -62.5417 | 143238 |  6.25
240.2237 | -40.4353 | 143248 |  6.21
240.0833 | -22.6217 | 143275 |  2.32
240.0817 | -16.5333 | 143333 |  5.47
241.4825 | -72.4008 | 143346 |   5.7
240.3312 | -31.8894 | 143404 |  6.33
239.7404 |  36.6439 | 143435 |  5.62
239.8758 |  25.9203 | 143454 |   2.0
240.1983 |  -8.4114 | 143459 |  5.55
239.4475 |  54.7497 | 143466 |  4.95
240.8829 | -57.7753 | 143474 |  4.63
240.8038 | -49.2297 | 143546 |  4.65
240.2129 |   4.4275 | 143553 |  5.83
239.7683 |  49.8811 | 143584 |  6.05
240.6642 | -29.1358 | 143619 |  6.03
240.3096 |  17.8183 | 143666 |  5.12
240.8508 | -38.6025 | 143699 |  4.89
240.2612 |  33.3036 | 143761 |  5.41
240.8358 | -25.8653 | 143787 |   5.0
240.8929 | -32.0006 | 143790 |  6.01
240.3608 |  29.8511 | 143807 |  4.99
240.5737 |  22.8044 | 143894 |  4.83
240.9779 | -24.7264 | 143900 |  6.21
241.0742 | -33.2144 | 143902 |   6.1
241.1529 | -37.8631 | 143928 |   5.9
240.9404 |   4.9867 | 144046 |  6.08
241.0921 | -11.3731 | 144069 |  5.07
241.0921 | -11.3731 | 144070 |  4.77
  241.85 | -56.1914 | 144183 |  6.16
241.6225 | -45.1733 | 144197 |  4.72
240.5229 |  52.9158 | 144204 |  5.93
240.6996 |  46.0367 | 144206 |  4.76
240.8308 |  36.6317 | 144208 |  5.83
241.3592 | -19.8056 | 144217 |  2.62
241.3604 | -19.8019 | 144218 |  4.92
240.4721 |  58.5653 | 144284 |  4.01
241.6479 | -36.8022 | 144294 |  4.23
241.5262 | -23.6064 | 144334 |  5.92
241.4354 |  -6.2917 | 144362 |  6.53
241.4992 |  -6.1394 | 144390 |  6.41
241.8183 | -36.7556 | 144415 |  5.73
241.4075 |   8.0961 | 144426 |  6.29
241.7017 | -20.6692 | 144470 |  3.96
242.3275 | -57.9344 | 144480 |  5.57
240.7887 |  59.4108 | 144542 |  6.19
241.7642 | -14.0708 | 144585 |  6.32
241.8512 | -20.8686 | 144608 |  4.32
241.9662 | -24.4619 | 144661 |  6.33
242.1425 | -39.1053 | 144668 |  7.05
242.1433 | -39.0931 | 144667 |  6.65
242.0317 | -26.3267 | 144690 |  5.38
241.9017 | -12.7456 | 144708 |  5.78
242.1821 | -23.6856 | 144844 |  5.88
241.9062 |   9.8917 | 144874 |  5.63
241.8425 |  21.8225 | 144889 |  6.14
242.3821 | -32.6497 | 144927 |  6.19
242.4692 | -33.5458 | 144987 |  5.54
242.0187 |  17.0469 | 145001 |   5.0
